Unnamed: 0	Address2	Latitude	Longitude
356	đường Trần Quốc Toản, Phường Bình Đa	109.382.321	1.068.591.645
357	đường Phạm văn thuận, Biên Hoà	109.526.723	1.068.534.873
358	Ung Văn Khiêm, Phường 25, Quận Bình Thạnh	108.067.689	1.067.193.518
359	Đường Thống Nhất, Phường 11, Quận Gò Vấp	108.394.408	1.066.653.068
360	Hẻm 8M, Bình Hưng Hòa A, Bình Tân	107.914.122	1.066.236.024
361	Hẻm 8M, Lê Văn Quới, Bình Hưng Hòa A, Bình Tân	10.776.857	106.603.092
362	đường Bùi Văn Thêm, Phường 9, Quận Phú Nhuận	108.089.312	1.066.768.713
363	đường Lê Văn Duyệt, Phường 3, Quận Bình Thạnh	107.977.614	1.066.961.977
364	đường Bình Chiểu, Phường Bình Chiểu, TP. Thủ Đức	108.745.911	1.067.340.561
365	ngõ 72 đường Nguyễn Trãi, phường Thượng Đình, Quận Thanh Xuân, Hà Nội	210.036.899	1.058.165.503
366	ngõ 72 đường Nguyễn Trãi, phường Thượng Đình, Quận Thanh Xuân, Hà Nội	210.036.899	1.058.165.503
367	Đê La Thành, Xã Đàn	210.129.017	1.058.355.017
368	phố Ngọc Khánh, Ba Đình	210.271.538	1.058.177.791
369	Hiệp Thành, Quận 12	108.825.023	1.066.379.724
370	Ngõ ô tô tránh, Phùng Khoang	20.988.178	1.057.931.515
371	đường Hiệp Thành, Quận 12	108.750.169	1.066.292.408
372	Tân Thới Hiệp, Quận 12	108.603.672	1.066.438.673
373	đường Nguyễn Văn Trỗi, quận Phú Nhuận	107.958.681	1.066.750.014
374	Đồng Khởi, Xã Thạnh Phú	110.026.816	1.068.521.511
375	Bế Văn Đàn, Hà Đông	209.701.912	1.057.738.023
376	Đặng Văn Ngữ, Đống Đa	210.099.889	1.058.311.823
377	dự án nhà liền kề Thương Thanh, Long Biên	210.417.782	1.059.186.529
378	False		
379	768, Cách, 300m, Trường cấp 1, 2, 3		
380	đường 12m	148.172.963	1.089.547.223
381	Ngõ phân lô, Phường HUYỔNG THÚC KHÁNG	22.083.613	112.014.685
382	phố Hoàng Cầu, khu Vip, quận Đống Đa	210.164.782	1.058.227.056
383	Đê La Thành, Phường Đống Đa	210.237.416	1.058.174.236
384	 Hoàng Hoa Thám, Quận Ba Đình	210.419.911	1.058.205.621
385	Nguyễn Hữu Cảnh, KQH Đại học Huế	164.469.895	1.076.080.548
386	đường Phạm Văn Hai, Phường 4, Quận Tân Bình	107.945.549	1.066.632.715
387	Ngã Tư Bốn Xã, Quận Tân Phú	107.731.114	1.066.229.073
388	Ngã tư Bốn Xã, Quận Tân Phú	107.731.114	1.066.229.073
389	Phố Lụa, Hà Đông	209.804.689	1.057.751.333
390	Tứ Liên	210.695.076	1.058.378.366
391	Tứ Liên	210.695.076	1.058.378.366
392	Văn Phú, Hà Đông	209.619.409	1.057.685.991
393	Vạn Phúc, Quận ...	209.786.876	105.771.796
394	Lý Thánh Tông, Quận Tân Phú	107.668.763	1.066.274.134
395	Phố Bạch Mai, Quận Hai Bà Trưng	210.021.807	1.058.508.154
396	Phú Đô, Phường Mễ Trì, Quận Nam Từ Liêm	210.124.328	1.057.673.942
397	phường Mễ Trì, Quận Nam Từ Liêm	210.055.267	1.057.791.327
398	Khương Trung, Quận Thanh Xuân	209.971.504	1.058.216.911
399	Phan Đình Giót, Quận Thanh Xuân	209.911.117	1.058.393.981
400	Lạc Long Quân, Tây Hồ, Hà Nội	210.641.803	105.809.786
401	đường ô tô, Phường Tân Phong	107.217.656	1.067.161.328
402	đường Phan Huy Ích, Phường 15, Quận Tân Bình	108.303.911	1.066.330.059
403	Đường Mễ Trì Thượng, Phố Mễ Trì Thượng, Quận Nam Từ Liêm	210.066.044	1.057.775.784
404	Tây Sơn, Đống Đa	210.082.189	1.058.237.382
405	La Xá, Kim Chung, Hoài Đức	21.046.958	1.057.087.128
406	Mặt Tiền Dương Đức Hiền, Bùi Xuân Phái, Lê Trọng Tấn, Tây Thạnh, giáp Tân Bình, Sân Bay Tân Sơn Nhất	108.158.321	1.066.641.318
407	đường phố cổ Hoàn Kiếm	21.034.059	1.058.506.368
408	Đường An Tôn, Phường 5, Đà Lạt	119.383.764	1.084.143.807
409	Quang Trung, Phường 8, Quận Gò Vấp	108.388.835	1.066.488.544
410	Quang Trung, Phường 8, Quận Gò Vấp	108.388.835	1.066.488.544
411	đường Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp	108.386.609	1.066.690.736
412	Chợ Phan Anh, Ngã Tư Bốn Xã, Tân Phú, Quận 11	107.629.739	106.650.084
413	hẻm 20, đường số 4, Phường Linh Tây, TP. Thủ Đức	10.854.248	1.067.529.054
414	Đồng Đa, Hà Nội	210.180.725	1.058.299.495
415	Ngã tư Trung Chánh, Hocmon	108.543.128	1.066.064.077
416	Nguyên Thị Búp	108.740.551	1.066.309.377
417	Phan Anh, Tân Phú, Quận 11	107.673.378	1.066.230.141
418	đường Đỗ Xuân Hợp	108.141.275	1.067.751.935
419	Mặt Tiền Hồng Lạc	107.874.728	1.066.470.841
420	đường nội bộ, đối diện công ty bonchen	20.979.868	1.057.439.194
421	Phan Đăng Lưu, Phường 7, Quận Phú Nhuận	108.035.449	106.688.791
422	La Phù, Hoài Đức, Hà Nội	209.809.737	1.057.321.831
423	Ðường Số 10, Phường Linh Xuân, Quận Thủ Đức	108.764.193	1.067.733.063
424	đường Nguyên Hồng, quận Ba Đình	210.252.909	1.058.115.425
425	na		
426	LK35		
427	Đường Cầu Kinh	107.540.092	1.065.827.321
428	đường số 4, khu công nghiệp Tân Tạo	107.411.353	1.065.965.813
429	ngõ 279, Đội Cấn, 	210.370.534	1.058.204.698
430	Hẻm xe hơi, đường Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh	108.110.484	1.067.137.928
431	đường số 6B, khu Tên Lửa	107.478.829	1.066.118.492
432	đường số 16, khu Tên Lửa	107.478.829	1.066.118.492
433	hẻm 8m Lê Đình Cẩn, Tân Tạo, Bình Tân	107.613.649	1.065.978.093
434	Lạc Long, Quận Tân Bình	107.794.947	1.066.498.878
435	Ngõ phố Hoàng Hoa Thám, Phường Bà Đình	200.926.177	1.058.789.403
436	Nguyễn Phúc Chu, Quận Tân Bình	108.230.053	1.066.352.184
437	đường Lạc Long Quân, Âu Cơ, Phường Ni Sư Huỳnh Liên		
438	hẻm xe hơi thông đường Đất Mới, Phường Bình Trị Đông, Quận Bình Tân, Thành phố Hồ Chí Minh	107.668.701	1.066.096.908
439	đường Quan nhân, mặt phố		
440	Hẻm xe hơi thông đường Mã Lò, Quận Bình Tân	107.728.591	1.066.018.083
441	Ngõ 322, Mỹ Đình	210.227.743	1.057.720.989
442	Vũng bằng Dư Ống Đông, Phú Quốc	10.289.879	10.398.402
443	đường Phạm Nhữ Tăng, Phường 4, Quận 8	10.737.658	1.066.769.621
444	đường Phạm Nhữ Tăng, Phường 4, Quận 8	10.737.658	1.066.769.621
445	đường 3/2, phường 14, quận 10	107.656.334	1.066.631.892
446	Hẻm xe hơi, đường Đất Mới, Phường Bình Trị Đông, Quận Bình Tân, TP. Hồ Chí Minh	107.668.701	1.066.096.908
447	đường Tam Châu, Phường Tam Bình, Thành phố Thủ Đức	108.678.038	1.067.445.156
448	Bình Thọ	108.467.644	1.067.662.221
449	đường Trương Phước Phan, Phường Bình Trị Đông, Quận Bình Tân, Thành phố Hồ Chí Minh	107.667.203	1.066.133.357
450	Nguyễn Sỹ Sách, đối diện chợ Tân Trụ	108.194.362	1.066.347.737
451	đường Nguyễn Sỹ Sách, gần chợ Tân Trụ	108.194.362	1.066.347.737
452	Ngõ rộng, mặt phố Kim Hoa, mặt phố Xã Đàn	210.129.017	1.058.355.017
453	Thanh Hồ, Phường 13, Quận Tân Phú	107.900.517	1.066.281.901
454	Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9	108.150.123	1.067.748.598
455	sedan		
456	đường 38, khu Tên lửa	107.478.829	1.066.118.492
457	đường số 3, khu Tên Lửa, Quận Bình Tân	107.557.614	1.066.126.331
458	Ngọc Thuỵ, Long Biên	210.588.582	1.058.583.873
459	đường trước nhà rộng		
460	đường số 12, khu Tên Lửa	107.478.829	1.066.118.492
461	mặt phố Lê Đức Thọ	210.297.668	1.057.690.511
462	Mặt Tiền Khủng, Vị Trí Đẹp		
463	Bắc Hải	214.811.199	10.912.008
464	"đường 13m5, Khu vực K	retvalKV5, Hương Sơ"	164.887.712	1.075.551.545
465	Nguyễn Xí, Phường 13, Quận Bình Thạnh	108.200.411	1.067.039.308
466	Phố rộng 22m, Quận...		
467	False		
468	Ngõ Làng Hoa, Phường 8, Quận Gò Vấp	108.413.626	1.066.570.415
469	Trung Mỹ Tây, Quận 12	10.856.544	1.066.143.944
470	HXH Trường Chinh, Phường 12, Quận Tân Bình	107.953.648	1.066.487.196
471	Ðường Đặng Văn Bi, Phường Trường Thọ, Quận Thủ Đức	108.439.717	106.762.358
472	đường Đặng Văn Bi, phường Trường Thọ, quận Thanhishi	108.439.717	106.762.358
473	đường Ba Tháng Hai, Phường 11, Quận 10	107.738.655	1.066.777.412
474	Lê Văn Thọ, Phường 8, Quận Gò Vấp	108.412.988	1.066.572.124
475	Phan Văn Trị, Phường 5, Quận Gò Vấp	108.256.696	1.066.900.101
476	Tân Hưng Thuận, Quận 12	108.384.209	1.066.217.623
477	Phú Mỹ An, Huế	164.626.113	1.076.153.514
478	Nguyễn Hồng Đào, Quận Tân Bình	107.937.408	1.066.423.863
479	đường số 44, Phường 14, Quận Gò Vấp	108.416.617	1.066.359.499
480	Khu 4-5, Quận Bình Tân	107.652.581	1.066.038.535
481	Tân Sơn Nhì, Nguyễn Cửu Đàm, Quận Tân Phú	10.799.498	1.066.294.372
482	đường Cổ Linh, Phường Thạch Bàn, Quận Long Biên	210.217.542	1.059.087.059
483	Nguyễn Văn Khối, Phường 8, Quận Gò Vấp	108.434.536	1.066.511.637
484	Tỉnh lộ 43, Phường Bình Chiểu	108.837.441	1.067.289.435
485	174 Tam Trinh, Quận Hoàng Mai	209.675.095	1.058.676.776
486	Nguyễn Hùng Đạo, Quận Tân Bình	108.014.659	1.066.525.974
487	Huỳnh Thị Hai, Quận 12	108.674.107	1.066.276.534
488	Tống Phước Phổ, Hải Châu	160.452.223	1.082.222.529
489	Lý Thường Kiệt, Quận 11	107.674.134	1.066.589.754
490	đường Nguyễn Sơn, Gia Thuỵ, Quận Long Biên	210.455.138	1.058.808.854
491	Khu Đô Thị OASIS 2, Quận Thuận An, Bình Dương	109.399.412	106.728.199
492	(Unknown), Âu Phú		
493	Hương Lộ, Bình Hưng Hòa, Bình Tân	108.026.884	1.066.026.064
494	đường 21, Phường Bình Chiểu, TP. Thủ Đức	108.797.416	1.067.310.013
495	Hồng Tiến - Bồ Đề, Long Biên	21.039.005	1.058.756.334
496	đường Nguyễn Văn Trỗi, Phường 15, Quận Phú Nhuận	107.935.887	1.066.790.551
497	đường Nguyễn Văn Trổi, Phường 15, Quận Phú Nhuận	107.935.887	1.066.790.551
498	phường Bình Chiểu, TP Thủ Đức	108.830.404	1.067.264.125
499	đường số 21, Phường Bình Chiểu, TP. Thủ Đức	108.797.739	1.067.318.063
500	Đội Cấn		
501	đường số 4, Phường Bình Chiểu, TP. Thủ Đức	1.087.579	1.067.229.308
502	phố Lò Đúc, quận Hai Bà Trưng	210.135.602	1.058.577.001
503	Đường Láng, Quận Đống Đa	21.014.156	1.058.065.054
504	Gò Xoài, Bình Tân	10.783.504	1.066.036.111
505	Lửa, Tên Lửa		
506	Võng Thị	210.516.835	1.058.112.908
507	Võng Thị, gần Hồ Tây, Quận Hoàng Mai	209.836.984	1.058.636.257
508	đường số 6, Phường Linh Tây - Thủ Đức	10.859.594	1.067.544.265
509	đường Phú Diễn	210.507.453	1.057.635.836
510	Nguyễn Thị Tồn, Phường Bủu Hoà, Quận Rafael	109.318.693	1.068.095.841
511	đường Lê Văn Phọ, Phường 11, Quận Gò Vấp	108.420.297	1.066.571.573
512	đường số 44, Tân Tạo, Bình Tân	107.527.275	106.600.254
513	đường số 44, Tân Tạo, Bình Tân, Quận 12	107.527.275	106.600.254
514	Mặt phố TT Trâu Quỳ, Quận Gia Lâm	210.078.386	1.059.376.756
515	Đường Kim Giang	209.674.043	1.058.221.695
516	Hậu Bình Chánh, TP Thủ Đức	108.494.094	1.067.537.055
517	Lê Cơ, An Dương Vương, Võ Văn Kiệt, Kinh Dương Vương	107.266.014	1.066.202.294
518	Tân Chánh Hiệp, Quận 12	10.866.797	1.066.261.831
519	Tân Thới Hiệp, Quận 12	108.603.672	1.066.438.673
520	Tân Thới Hiệp, Quận 12	108.603.672	1.066.438.673
521	đường Số 18, Phường 8, Quận Gò Vấp	108.389.568	106.656.399
522	Bàu Cát, Phường 12, Quận Tân Bình	107.910.616	1.066.454.997
523	đường Bàu Cát, Phường 12, Quận Tân Bình	107.910.616	1.066.454.997
524	Kim Giang	209.828.413	1.058.121.513
525	Bàu Cát, PhƯỜng 12, Quận Tân Bình	107.910.616	1.066.454.997
526	Bàu Cát, Phường 12, Quận Tân Bình	107.910.616	1.066.454.997
527	Lạc Long Quân, Quận Tây Hồ	210.641.803	105.809.786
528	False		
529	đường Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú	107.777.803	1.066.289.321
530	đường Nguyễn Văn Cừ	107.593.479	1.066.840.928
531	đường Lê Văn Sỹ, Nguyễn Văn Trỗi, Trần Huy Liệu	107.942.789	1.066.778.682
532	ngõ Văn Hương	210.240.516	1.058.343.155
533	Mai Thị Lựu, Phường Đa Kao, Quận 1	107.911.633	1.066.991.494
534	hẻm Đường Bùi Đình Túy, Phường 24, Quận Bình Thạnh	108.061.552	1.067.072.486
535	đường Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh	10.807.912	1.066.888.124
536	đường Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh	10.807.912	1.066.888.124
537	Cầu Gò Đừa	108.398.281	1.067.394.389
538	Hẻm xe tải, trung tâm Gò Vấp	108.386.779	1.066.652.904
539	đường số 29, khu Tên Lửa	107.557.614	1.066.126.331
540	 Quốc Lộ 20	115.311.212	1.078.685.714
541	mặt đường Phú Diễn	210.507.453	1.057.635.836
542	phố Ngô Gia Tự	210.656.791	1.058.980.147
543	Lê Thanh Nghị, Hai Bà Trưng	210.017.915	1.058.437.857
544	Nguyễn Thị Định, Cầu Giấy	210.099.792	1.058.046.459
545	Phường Bình Chiểu, Quận Thủ Đức	108.830.404	1.067.264.125
546	phố Lê Văn Thiêm, phường Nhân Chính, quận Thanh Xuân, Hà Nội	2.100.088	1.058.037.575
547	Hòa Bình, Quận Tân Phú	107.701.883	1.066.319.717
548	Hàng Điếu, Quận nội thành Hà Nội	210.326.295	105.846.889
549	ngõ Quan Nhân	210.034.012	1.058.110.263
550	ngõ Quan Nhân	210.034.012	1.058.110.263
551	Nguyễn Văn Khối, Phường 9, Quận Gò Vấp	108.434.536	1.066.511.637
552	đường Minh Mạng, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng	160.154.484	1.082.531.842
553	Đình Phong Phú, Tăng Nhơn Phú B, TP. Thủ Đức	108.369.642	1.067.814.925
554	Trần Phú, Hà Đông	209.799.246	1.057.873.752
555	đường số 7, Khu Tên Lề		
556	đường Lý Thường Kiệt, Quận 11	107.739.582	1.066.570.975
557	Kinh Doanh Lý Thường Kiệt, Quận 11, Phường 2	107.674.134	1.066.589.754
558	Chợ Vồ, Hà Đông	20.972.242	1.057.760.128
559	mặt đường Xuân Đỉnh	210.713.761	1.057.943.322
560	đường Lê Văn Thọ, Phường 9, Quận Gò Vấp	108.455.819	1.066.570.168
561	đường số 4, khu Tên Lửa	107.478.829	1.066.118.492
562	đường số 4, khu Tên Lửa	107.478.829	1.066.118.492
563	False		
564	Đường Đồng Khởi, Công Ty Changshin	109.755.794	1.068.505.451
565	đường Thái Hà, phường Đống Đa	210.129.882	105.820.014
566	đường 59	108.536.297	1.066.515.948
567	hẻm 80 Ngô Chí Quốc, Phường Bình Chiểu, TP-Thủ Đức	108.792.052	1.067.262.541
568	Trung tâm Thạnh Phú, Biên Hòa	109.574.128	1.068.426.871
569	Phố PHAN XÍCH LONG, Quận Phú Nhuận	107.992.012	106.686.424
570	đường Hoa, Phường 2, Quận Phú Nhuận	107.973.443	106.687.347
571	Hiệp Thành, Quận 12	108.825.023	1.066.379.724
572	Phố Kim Mã, Quận Ba Đình	21.030.533	1.058.172.308
573	đường Hoa Cúc, Phường 7, Quận Phú Nhuận	107.986.191	106.688.851
574	Gò Đ Fitzgerald, Quận Gò Vấp	108.386.779	1.066.652.904
575	Nguyễn Đình Chiểu, Phường 2, Quận 3	107.684.189	1.066.805.551
576	Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận	107.917.429	1.066.748.587
577	đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân	107.683.072	1.066.031.065
578	Tân Phú, Tân Sơn Nhì	107.997.882	106.630.604
579	Vsip Từ Sơn, thành phố Bắc Ninh	210.777.814	105.967.025
580	đường Nguyễn Văn Trỗi, phường 11, quận Phú Nhuận	107.955.541	1.066.755.032
581	Vsip Từ Sơn	210.777.814	105.967.025
582	hẻm 49, đường số 47, Phường Hiệp Bình Chánh, TP Thủ Đức	108.250.728	1.067.209.057
583	Ngay siêu thị Aeon, khu ẩm thực phố Tân Quý, Đường 49M2		
584	đối diện Aeon Mall Tân Phú, Phường Bình Hưng Hòa, Quận Bình Tân	108.013.384	1.066.179.585
585	CMT8, Phường 5, Quận Tân Bình	107.882.254	1.066.621.693
586	Nguyễn Văn Lượng, Phường 17, Quận Gò Vấp	108.384.998	1.066.755.728
587	Hồ Đầm Tròn, Ngõ 135 Đội Cấn, Giang Văn Minh, Trung tâm Q. Ba Đình	210.361.483	1.058.282.177
588	Ngõ 135 Đội Cấn, Giang Văn Minh, quận Ba Đình	210.347.206	1.058.271.548
589	đường Lê Đức Thọ, Phường Gò Vấp	10.848.289	1.066.675.573
590	đường Bạch Mai	210.021.807	1.058.508.154
591	phố thông kinh doanh, Ngõ thông Tứ Tùng		
592	Ngô Thì Nhậm, Quận Hà Đông	209.691.116	1.057.688.504
593	đường Khu VÍP Bàu Cát, Phường 11, Quận Tân Bình	107.914.594	1.066.447.157
594	trục đường Bùi Văn Hòa, Long Bình	109.195.379	1.068.831.366
595	Bạch Mai, Hai Bà Trưng	210.008.143	1.058.517.814
596	Ngõ Tựu Liệt	209.551.938	1.058.363.687
597	Vô Nghi		
598	phố Tô Hiệu, Lê Chân, Hải Phòng	208.508.055	1.066.789.703
599	đường 588 Phước Long A, Thủ Đức	108.325.562	1.067.663.428
600	Nguyễn Hữu Tiến, Quận Tân Phú	108.100.714	1.066.256.809
601	đường Thống Nhất, Phường 16, Quận Gò Vấp	108.456.188	1.066.647.941
602	Quang Trung, Phường 11, Quận Gò Vấp	108.358.112	1.066.608.026
603	Ni Sư Huỳnh Liên, Quận Tân Bình	107.836.014	1.066.474.124
604	đường Khương Trung, Quận Thanh Xuân	209.968.809	1.058.179.701
605	Ngã tư sở, lô góc 3 mặt thoáng	21.004.722	1.058.220.581
606	Kim Giang	209.828.413	1.058.121.513
607	Long Thành	107.782.801	1.069.447.146
608	phố Kim Ngưu, quận Hai Bà Trưng	210.026.587	1.058.617.634
609	Hương lộ 2, Bình Trị Đông	107.695.049	10.661.276
610	Thống Nhất, Phường 11, Quận Gò Vấp	108.394.408	1.066.653.068
611	Hẻm 7m, Lý Thường Kiệt, Quận 10, Phường 8, Tân Bình	107.805.759	1.066.540.273
612	Đường số 6, Linh Chiểu, Thủ Đức	108.519.272	1.067.687.166
613	Ngã 3 Lê Văn Việt	108.458.556	1.067.953.123
614	Nguyễn Văn Quá, Đông Hưng Thuận, Quận 12	108.413.003	106.630.303
615	Kinh Doanh, Phường 4, Quận Hóc Môn	108.839.675	1.065.870.611
616	Khu D84.2A, Quận 12	108.671.531	1.066.413.322
617	đường Kinh Dương Vương, Khu y tế kỹ thuật cao	107.370.057	106.611.619
618	đường Kinh Dương Vương, Quận Bình Tân	107.359.363	1.066.137.072
619	đường Lê Văn Thọ, Phường 11, Quận Gò Vấp	108.420.297	1.066.571.573
620	Đường Bùi Thị Xuân, An Hải Tây, Sơn Trà, Đà Nẵng	160.539.111	1.082.354.662
621	Thị Trấn Huyện Chư Pưh	134.730.527	1.080.954.351
622	Khu vực An Ninh, Hàng Xóm Thân Thiện, quốc lộ 22 và Quốc Lộ 1A 1km, trung tâm Thành Phố	16.394.065	107.570.791
623	Khu đô thị Five Star Mỹ Đình, Phố người Hàn Quốc	210.256.221	1.057.677.817
624	đường Nam Hoà, Phường Phước Long A, Quận 9	108.265.841	1.067.619.652
625	đường Nguyễn Xiển, Phường Trường Thạnh, Quận 9	108.364.557	1.068.415.369
626	ngõ 640 Nguyễn Văn Cừ, phường Gia Thụy, Quận Long Biên	210.505.787	1.058.874.684
627	Trương Định, Bạch Mai	210.008.143	1.058.517.814
628	chợ Thạch Bàn	210.215.431	1.059.030.205
629	Lê Trọng Tấn, Tân Kỳ Tân Quý, Đại Học Công Thương TPHCM	108.061.539	1.066.286.656
630	Đồng Xoài, Tân Bình	115.245.481	1.068.856.933
631	Hẻm 6m, Quận Đông Lân, Thành phố Bà Đệm, Hà Nội	210.180.725	1.058.299.495
632	hẻm 6m, quận Tp.HCM	107.610.131	1.066.939.404
633	phố Xốm, gần ĐH Đại Nam	209.438.041	105.756.738
634	đường Hoàng Hoa Thám	210.419.911	1.058.205.621
635	Phố Khương Đình	209.942.512	1.058.172.569
